time_s,predicted_chord
5.944,D#7
5.991,Gm7b5
6.037,D#maj7
6.084,Dmaj7
6.130,Dmaj7
6.177,Cmaj7
6.223,Cmaj7
6.269,Cmaj7
6.316,A#maj7
6.362,A#maj7
6.409,A#maj7
6.455,A#maj7
6.502,A#maj7
6.548,A#maj7
6.594,A#maj7
6.641,A#maj7
6.687,A#maj7
6.734,A#maj7
6.780,A#maj7
6.827,A#maj7
6.873,A#maj7
6.920,A#maj7
6.966,A#maj7
7.012,A#maj7
7.059,A#maj7
7.105,A#maj7
7.152,A#maj7
7.198,A#maj7
7.245,G#maj7
7.291,A#m7b5
7.338,A#maj7
7.384,A#maj7
7.430,G#maj7
7.477,C7
7.523,Cmaj7
7.570,Cmaj7
7.616,C#maj7
7.663,F7
7.709,F7
7.755,Dmaj7
7.802,Emaj7
7.848,D#maj7
7.895,D#7
7.941,D#maj7
7.988,G#
8.034,A#maj7
8.081,D#maj7
8.127,Dmaj7
8.173,Dmaj7
8.220,G#maj7
8.266,G#maj7
8.313,Bmaj7
8.359,Bmaj7
8.406,D7
8.452,Cmaj7
8.499,D#7
8.545,Am7b5
8.591,F#dim
8.638,Amaj7
8.684,Amaj7
8.731,G#maj7
8.777,Gmaj7
8.824,Gmaj7
8.870,Gmaj7
8.916,Gmaj7
8.963,Gmaj7
9.009,Gmaj7
9.056,Gmaj7
9.102,Gmaj7
9.149,Gmaj7
9.195,Dmaj7
9.242,Bmaj7
9.288,Gmaj7
9.334,F#maj7
9.381,F#maj7
9.427,G#7
9.474,A#7
9.520,Gmaj7
9.567,Gmaj7
9.613,Gmaj7
9.660,Gmaj7
9.706,Cmaj7
9.752,Gmaj7
9.799,Cmaj7
9.845,Bmaj7
9.892,Fm7b5
9.938,Fm7b5
9.985,B
10.031,Bmaj7
10.077,Gmaj7
10.124,Gmaj7
10.170,Gmaj7
10.217,Gmaj7
10.263,Bdim
10.310,Fdim
10.356,Cmaj7
10.403,G7
10.449,Bmaj7
10.495,Gmaj7
10.542,Gmaj7
10.588,Gmaj7
10.635,B7
10.681,Gmaj7
10.728,Gmaj7
10.774,Gmaj7
10.820,G#m7b5
10.867,Gmaj7
10.913,G#maj7
10.960,G#maj7
11.006,Dm7b5
11.053,Fm6
11.099,Dm7b5
11.146,Emaj7
11.192,D#maj7
11.238,Cmaj7
11.285,D#maj7
11.331,D#7
11.378,D#7
11.424,D#7
11.471,D#7
11.517,D#maj7
11.564,D#maj7
11.610,D#maj7
11.656,D#maj7
11.703,D#maj7
11.749,D#maj7
11.796,D#maj7
11.842,D#maj7
11.889,G#maj7
11.935,G#maj7
11.981,D#7
12.028,D#maj7
12.074,D#maj7
12.121,Am7b5
12.167,Am7b5
12.214,Dmaj7
12.260,D7
12.307,Dmaj7
12.353,Bm
12.399,Bm
12.446,Bm
12.492,Bm
12.539,D7
12.585,Gmaj7
12.632,Gmaj7
12.678,Gmaj7
12.725,Bm7
12.771,Gmaj7
12.817,D#maj7
12.864,Gmaj7
12.910,Gmaj7
12.957,Gmaj7
13.003,Gmaj7
13.050,Gmaj7
13.096,Cmaj7
13.142,Gmaj7
13.189,Gmaj7
13.235,Gmaj7
13.282,Dmaj7
13.328,Emaj7
13.375,Fdim
13.421,Fdim
13.468,Fdim
13.514,Fdim
13.560,Amaj7
13.607,C7
13.653,G#maj7
13.700,D#maj7
13.746,D#maj7
13.793,D#maj7
13.839,D#maj7
13.886,D#maj7
13.932,D#maj7
13.978,D#maj7
14.025,D#maj7
14.071,D#maj7
14.118,D#maj7
14.164,D#
14.211,D#maj7
14.257,D#maj7
14.303,D#maj7
14.350,G#maj7
14.396,D#maj7
14.443,D#
14.489,D#7
14.536,D#maj7
14.582,D#maj7
14.629,D#maj7
14.675,D#maj7
14.721,Dmaj7
14.768,Dmaj7
14.814,Dmaj7
14.861,F7
14.907,F7
14.954,Fm6
15.000,Dm7b5
15.047,Dm7b5
15.093,Fm6
15.139,Dmaj7
15.186,Dmaj7
15.232,Dmaj7
15.279,D#maj7
15.325,D#maj7
15.372,D#maj7
15.418,D#7
15.464,D#7
15.511,F7
15.557,F
15.604,Fm
15.650,Fm
15.697,Fm
15.743,Fm
15.790,G#maj7
15.836,G#
15.882,G#
15.929,G#maj7
15.975,G#maj7
16.022,Dm7b5
16.068,F7
16.115,A#7
16.161,Cmaj7
16.208,Gmaj7
16.254,G#maj7
16.300,Cmaj7
16.347,C7
16.393,Cmaj7
16.440,Cmaj7
16.486,C7
16.533,F7
16.579,Dmaj7
16.625,F#m7b5
16.672,Adim
16.718,D#7
16.765,D#7
16.811,Am7b5
16.858,Am7b5
16.904,Fmaj7
16.951,Fmaj7
16.997,C7
17.043,Gmaj7
17.090,Gmaj7
17.136,Gmaj7
17.183,Gmaj7
17.229,Bmaj7
17.276,G#7
17.322,G#7
17.369,Cmaj7
17.415,Gmaj7
17.461,D#maj7
17.508,D#maj7
17.554,D#maj7
17.601,D#maj7
17.647,F7
17.694,F7
17.740,F7
17.786,Fmaj7
17.833,D#maj7
17.879,D#maj7
17.926,D#maj7
17.972,Gmaj7
18.019,Bm7b5
18.065,Bm7b5
18.112,Bm7b5
18.158,Bm7b5
18.204,Dm7
18.251,Dm
18.297,Dm
18.344,Gmaj7
18.390,D#7
18.437,D#7
18.483,D#7
18.530,D#7
18.576,D#7
18.622,D#7
18.669,Dmaj7
18.715,Cmaj7
18.762,Cmaj7
