time_s,predicted_chord
14.907,A#maj7
14.954,F#7
15.000,D#maj7
15.047,D#m
15.093,Bmaj7
15.139,F#maj7
15.186,Bmaj7
15.232,Bmaj7
15.279,A#maj7
15.325,F#m
15.372,F#m
15.418,A#maj7
15.464,A#maj7
15.511,A#maj7
15.557,G7
15.604,G7
15.650,G7
15.697,Em
15.743,Em
15.790,Em
15.836,Cmaj7
15.882,G7
15.929,G7
15.975,Cmaj7
16.022,Cmaj7
16.068,Cmaj7
16.115,Cmaj7
16.161,Cmaj7
16.208,Cmaj7
16.254,G7
16.300,Cmaj7
16.347,Cmaj7
16.393,Cmaj7
16.440,Cmaj7
16.486,C7
16.533,C7
16.579,C7
16.625,C7
16.672,Cmaj7
16.718,Fmaj7
16.765,A#maj7
16.811,A7
16.858,F#m7b5
16.904,A#maj7
16.951,C7
16.997,Amaj7
17.043,A#maj7
17.090,F7
17.136,C7
17.183,Am
17.229,C7
17.276,A#maj7
17.322,Dmaj7
17.369,Gmaj7
17.415,G
17.461,Gmaj7
17.508,Cmaj7
17.554,Cmaj7
17.601,Cmaj7
17.647,D#maj7
17.694,G7
17.740,G7
17.786,Fmaj7
17.833,A#maj7
17.879,Edim
17.926,Cmaj7
17.972,Cmaj7
18.019,Cmaj7
18.065,Cmaj7
18.112,Cmaj7
18.158,Cmaj7
18.204,Cmaj7
18.251,Amaj7
18.297,F#m7b5
18.344,F#m7b5
18.390,F#m7b5
18.437,Amaj7
18.483,A#maj7
18.530,A#maj7
18.576,Dmaj7
18.622,D#m7b5
18.669,F#7
18.715,Dmaj7
18.762,Dmaj7
18.808,A#maj7
18.855,D#maj7
18.901,Am7b5
18.947,D
18.994,D
19.040,Dmaj7
19.087,Dmaj7
19.133,Dmaj7
19.180,D#maj7
19.226,G7
19.273,Fmaj7
19.319,Cmaj7
19.365,Cmaj7
19.412,Cmaj7
19.458,Cmaj7
19.505,E
19.551,E
19.598,Cmaj7
19.644,E
19.691,E
19.737,E7
19.783,Cmaj7
19.830,E
19.876,E
19.923,Cmaj7
19.969,E
20.016,E
20.062,Emaj7
