time_s,predicted_chord
16.579,Cmaj7
16.625,Emaj7
16.672,Bmaj7
16.718,D7
16.765,Bmaj7
16.811,D7
16.858,D7
16.904,A#maj7
16.951,Bmaj7
16.997,G#maj7
